time,relative_humidity_2m (%),temperature_2m (°C),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),wind_speed_10m (km/h),precipitation (mm)
2024-03-13T12:00,45,4.9,151.2,40.1,111.1,151.6,2.3,0.00
2024-03-13T12:15,46,4.7,135.3,45.1,90.2,196.8,2.5,0.00
2024-03-13T12:30,48,4.4,113.8,44.2,69.5,229.7,2.9,0.00
2024-03-13T12:45,49,4.1,85.0,35.1,50.0,226.2,3.1,0.00
2024-03-13T13:00,51,3.7,54.1,22.5,31.6,192.9,3.5,0.00
2024-03-13T13:15,53,3.3,27.6,11.2,16.4,120.0,4.0,0.00
2024-03-13T13:30,54,2.8,7.6,2.8,4.7,25.3,4.0,0.00
2024-03-13T13:45,56,2.4,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-13T14:00,57,2.1,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-13T14:15,57,1.9,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-13T14:30,57,1.7,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-13T14:45,57,1.5,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-13T15:00,57,1.4,0.0,0.0,0.0,0.0,3.6,0.00
2024-03-13T15:15,58,0.9,0.0,0.0,0.0,0.0,3.6,0.00
2024-03-13T15:30,61,0.5,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-13T15:45,63,0.0,0.0,0.0,0.0,0.0,3.6,0.00
2024-03-13T16:00,65,-0.4,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-13T16:15,67,-0.8,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-13T16:30,69,-1.1,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-13T16:45,71,-1.5,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-13T17:00,73,-1.8,0.0,0.0,0.0,0.0,3.2,0.00
2024-03-13T17:15,75,-2.0,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-13T17:30,76,-2.3,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-13T17:45,78,-2.6,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-13T18:00,79,-2.8,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-13T18:15,80,-3.0,0.0,0.0,0.0,0.0,1.9,0.00
2024-03-13T18:30,80,-3.1,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-13T18:45,81,-3.2,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-13T19:00,81,-3.2,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-13T19:15,81,-3.2,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-13T19:30,80,-3.1,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-13T19:45,80,-3.0,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-13T20:00,80,-3.1,0.0,0.0,0.0,0.0,1.6,0.00
2024-03-13T20:15,81,-3.5,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-13T20:30,83,-4.1,0.0,0.0,0.0,0.0,1.9,0.00
2024-03-13T20:45,84,-4.6,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-13T21:00,85,-4.9,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-13T21:15,85,-5.1,0.0,0.0,0.0,0.0,2.1,0.00
2024-03-13T21:30,84,-5.2,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-13T21:45,83,-5.1,0.0,0.0,0.0,0.0,4.0,0.00
2024-03-13T22:00,82,-4.8,0.0,0.0,0.0,0.0,5.2,0.00
2024-03-13T22:15,80,-4.6,0.0,0.0,0.0,0.0,5.4,0.00
2024-03-13T22:30,78,-4.1,0.0,0.0,0.0,0.0,5.4,0.00
2024-03-13T22:45,76,-3.6,0.0,0.0,0.0,0.0,5.8,0.00
2024-03-13T23:00,75,-3.2,0.0,0.0,0.0,0.0,6.3,0.00
2024-03-13T23:15,75,-3.0,0.0,0.0,0.0,0.0,6.7,0.00
2024-03-13T23:30,76,-2.8,0.0,0.0,0.0,0.0,6.9,0.00
2024-03-13T23:45,77,-2.7,0.0,0.0,0.0,0.0,7.1,0.00
2024-03-14T00:00,77,-2.4,0.0,0.0,0.0,0.0,7.7,0.00
2024-03-14T00:15,76,-2.1,0.0,0.0,0.0,0.0,8.6,0.00
2024-03-14T00:30,75,-1.7,0.0,0.0,0.0,0.0,10.0,0.00
2024-03-14T00:45,73,-1.3,0.0,0.0,0.0,0.0,11.4,0.00
2024-03-14T01:00,72,-1.0,0.0,0.0,0.0,0.0,12.9,0.00
2024-03-14T01:15,71,-1.0,0.0,0.0,0.0,0.0,14.6,0.00
2024-03-14T01:30,70,-1.0,0.0,0.0,0.0,0.0,16.3,0.00
2024-03-14T01:45,69,-1.2,0.0,0.0,0.0,0.0,17.6,0.00
2024-03-14T02:00,68,-1.2,0.0,0.0,0.0,0.0,18.4,0.00
2024-03-14T02:15,67,-1.4,12.9,0.0,12.9,0.0,18.4,0.00
2024-03-14T02:30,66,-1.4,30.3,0.0,30.3,0.0,17.7,0.00
2024-03-14T02:45,65,-1.5,50.9,4.9,46.1,52.5,17.1,0.00
2024-03-14T03:00,63,-1.5,82.6,19.5,63.1,148.6,16.9,0.00
2024-03-14T03:15,61,-1.6,124.5,44.5,80.0,262.1,17.8,0.00
2024-03-14T03:30,58,-1.6,172.0,75.1,96.9,362.8,19.1,0.00
2024-03-14T03:45,55,-1.7,214.6,104.1,110.5,427.5,20.5,0.00
2024-03-14T04:00,53,-1.6,252.7,130.6,122.1,468.4,21.9,0.00
2024-03-14T04:15,51,-1.6,287.4,155.8,131.6,498.2,22.9,0.00
2024-03-14T04:30,49,-1.5,318.8,177.7,141.1,514.9,23.9,0.00
2024-03-14T04:45,47,-1.4,350.3,197.5,152.8,525.3,24.8,0.00
2024-03-14T05:00,46,-1.2,376.5,208.9,167.6,515.8,25.4,0.00
2024-03-14T05:15,45,-1.2,399.6,216.3,183.3,500.4,25.6,0.00
2024-03-14T05:30,45,-1.1,422.7,224.7,198.0,491.2,25.9,0.00
2024-03-14T05:45,44,-1.1,445.8,238.2,207.6,495.8,25.9,0.00
2024-03-14T06:00,44,-1.0,469.9,255.8,214.0,510.2,25.8,0.00
2024-03-14T06:15,43,-1.0,492.9,276.4,216.5,531.6,25.5,0.00
2024-03-14T06:30,43,-0.9,514.9,299.0,215.9,557.5,25.6,0.00
2024-03-14T06:45,42,-0.8,535.8,325.5,210.3,591.8,25.3,0.00
2024-03-14T07:00,42,-0.6,557.7,359.0,198.7,639.5,25.0,0.00
2024-03-14T07:15,42,-0.6,577.5,393.4,184.1,689.9,24.7,0.00
2024-03-14T07:30,41,-0.5,593.3,424.6,168.6,736.7,24.7,0.00
2024-03-14T07:45,41,-0.4,602.9,447.7,155.2,771.9,24.4,0.00
2024-03-14T08:00,41,-0.3,609.6,466.7,142.9,803.3,24.1,0.00
2024-03-14T08:15,41,-0.3,610.2,478.6,131.6,826.1,23.8,0.00
2024-03-14T08:30,41,-0.2,605.8,481.4,124.3,837.3,23.6,0.00
2024-03-14T08:45,40,-0.2,595.4,472.4,123.1,831.5,23.3,0.00
2024-03-14T09:00,40,-0.2,577.1,447.5,129.7,801.0,23.0,0.00
2024-03-14T09:15,40,-0.2,555.9,416.7,139.2,762.3,22.7,0.00
2024-03-14T09:30,40,-0.2,531.8,387.0,144.8,727.3,22.4,0.00
2024-03-14T09:45,39,-0.2,509.7,366.3,143.4,710.9,22.0,0.00
2024-03-14T10:00,39,-0.2,488.5,352.4,136.1,710.5,21.7,0.00
2024-03-14T10:15,39,-0.3,465.4,339.6,125.9,715.5,21.4,0.00
2024-03-14T10:30,38,-0.4,440.4,325.7,114.7,722.3,21.1,0.00
2024-03-14T10:45,38,-0.6,411.5,308.8,102.6,726.4,20.8,0.00
2024-03-14T11:00,38,-0.6,381.6,292.0,89.6,734.5,20.5,0.00
2024-03-14T11:15,38,-0.9,349.8,273.1,76.7,742.2,20.0,0.00
2024-03-14T11:30,38,-1.0,314.1,249.4,64.7,740.7,19.2,0.00
2024-03-14T11:45,38,-1.2,276.7,219.1,57.6,720.9,18.7,0.00
2024-03-14T12:00,38,-1.4,238.4,186.0,52.3,689.9,17.9,0.00
2024-03-14T12:15,38,-1.5,198.3,151.3,47.0,646.1,17.4,0.00
2024-03-14T12:30,38,-1.7,156.6,115.9,40.7,586.9,16.4,0.00
2024-03-14T12:45,38,-1.9,113.5,81.0,32.6,506.9,15.9,0.00
2024-03-14T13:00,39,-2.0,71.3,47.8,23.5,394.4,14.9,0.00
2024-03-14T13:15,40,-2.3,36.4,22.0,14.4,237.5,13.6,0.00
2024-03-14T13:30,41,-2.5,11.1,5.8,5.3,54.4,12.1,0.00
2024-03-14T13:45,42,-2.8,0.0,0.0,0.0,0.0,10.8,0.00
2024-03-14T14:00,44,-3.0,0.0,0.0,0.0,0.0,9.1,0.00
2024-03-14T14:15,46,-3.4,0.0,0.0,0.0,0.0,7.2,0.00
2024-03-14T14:30,48,-3.8,0.0,0.0,0.0,0.0,5.2,0.00
2024-03-14T14:45,51,-4.2,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T15:00,53,-4.5,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T15:15,55,-4.8,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T15:30,57,-5.1,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T15:45,59,-5.3,0.0,0.0,0.0,0.0,3.6,0.00
2024-03-14T16:00,60,-5.5,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-14T16:15,61,-5.7,0.0,0.0,0.0,0.0,3.2,0.00
2024-03-14T16:30,62,-5.9,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-14T16:45,63,-6.1,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-14T17:00,64,-6.2,0.0,0.0,0.0,0.0,2.2,0.00
2024-03-14T17:15,65,-6.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-14T17:30,66,-6.8,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-14T17:45,67,-7.1,0.0,0.0,0.0,0.0,2.8,0.00
2024-03-14T18:00,68,-7.3,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T18:15,69,-7.7,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-14T18:30,71,-7.9,0.0,0.0,0.0,0.0,3.0,0.00
2024-03-14T18:45,72,-8.3,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T19:00,73,-8.6,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T19:15,74,-8.9,0.0,0.0,0.0,0.0,3.0,0.00
2024-03-14T19:30,75,-9.2,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-14T19:45,76,-9.4,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T20:00,77,-9.7,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T20:15,77,-10.0,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-14T20:30,77,-10.2,0.0,0.0,0.0,0.0,3.2,0.00
2024-03-14T20:45,77,-10.5,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-14T21:00,77,-10.7,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-14T21:15,77,-10.9,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-14T21:30,78,-11.0,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-14T21:45,78,-11.1,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-14T22:00,79,-11.2,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-14T22:15,80,-11.4,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-14T22:30,80,-11.6,0.0,0.0,0.0,0.0,3.6,0.00
2024-03-14T22:45,81,-11.9,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T23:00,81,-12.1,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T23:15,82,-12.2,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-14T23:30,82,-12.4,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-14T23:45,83,-12.6,0.0,0.0,0.0,0.0,4.6,0.00
2024-03-15T00:00,83,-12.8,0.0,0.0,0.0,0.0,4.6,0.00
2024-03-15T00:15,83,-12.9,0.0,0.0,0.0,0.0,4.9,0.00
2024-03-15T00:30,83,-13.1,0.0,0.0,0.0,0.0,5.2,0.00
2024-03-15T00:45,83,-13.1,0.0,0.0,0.0,0.0,5.2,0.00
2024-03-15T01:00,83,-13.2,0.0,0.0,0.0,0.0,5.5,0.00
2024-03-15T01:15,83,-13.2,0.0,0.0,0.0,0.0,5.5,0.00
2024-03-15T01:30,82,-13.2,0.0,0.0,0.0,0.0,5.7,0.00
2024-03-15T01:45,81,-13.2,0.0,0.0,0.0,0.0,5.7,0.00
2024-03-15T02:00,80,-13.2,0.0,0.0,0.0,0.0,5.7,0.00
2024-03-15T02:15,79,-13.4,20.7,2.1,18.6,12.5,5.7,0.00
2024-03-15T02:30,78,-13.5,40.1,2.7,37.5,27.5,5.7,0.00
2024-03-15T02:45,76,-13.6,63.6,8.4,55.2,85.4,5.2,0.00
2024-03-15T03:00,75,-13.4,95.8,23.9,71.8,174.4,5.2,0.00
2024-03-15T03:15,74,-13.0,131.8,46.5,85.3,264.7,4.9,0.00
2024-03-15T03:30,72,-12.4,173.8,77.1,96.7,361.8,4.7,0.00
2024-03-15T03:45,70,-11.6,216.4,111.4,105.0,446.4,4.2,0.00
2024-03-15T04:00,68,-10.9,259.8,151.6,108.1,532.3,3.9,0.00
2024-03-15T04:15,65,-10.1,301.8,195.6,106.2,613.6,3.6,0.00
2024-03-15T04:30,60,-9.2,345.8,242.3,103.4,690.1,3.3,0.00
2024-03-15T04:45,56,-8.4,386.4,287.7,98.7,753.3,3.1,0.00
2024-03-15T05:00,53,-7.6,426.9,333.9,93.0,812.4,2.8,0.00
2024-03-15T05:15,51,-6.9,464.3,376.8,87.5,859.8,2.3,0.00
2024-03-15T05:30,50,-6.3,497.4,414.3,83.1,894.2,2.3,0.00
2024-03-15T05:45,49,-5.8,525.4,442.6,82.8,909.8,2.0,0.00
2024-03-15T06:00,48,-5.2,548.2,458.6,89.7,903.9,1.5,0.00
2024-03-15T06:15,47,-4.8,565.0,465.4,99.6,884.9,1.0,0.00
2024-03-15T06:30,47,-4.2,577.6,467.2,110.5,861.8,0.7,0.00
2024-03-15T06:45,46,-3.8,588.3,467.0,121.3,840.1,0.5,0.00
2024-03-15T07:00,45,-3.4,595.0,461.8,133.1,814.3,0.8,0.00
2024-03-15T07:15,44,-3.1,596.6,451.7,144.9,784.4,0.7,0.00
2024-03-15T07:30,42,-2.8,597.2,441.6,155.6,758.8,0.7,0.00
2024-03-15T07:45,40,-2.5,595.9,432.6,163.2,738.8,0.8,0.00
2024-03-15T08:00,39,-2.2,594.5,427.7,166.9,729.2,0.8,0.00
2024-03-15T08:15,38,-2.0,590.2,421.7,168.5,721.2,0.8,0.00
2024-03-15T08:30,38,-1.6,579.9,406.8,173.1,700.9,0.4,0.00
2024-03-15T08:45,38,-1.3,560.7,379.1,181.6,661.0,0.4,0.00
2024-03-15T09:00,38,-1.0,531.6,336.6,195.0,596.8,0.7,0.00
2024-03-15T09:15,37,-0.8,497.7,288.4,209.4,522.5,1.1,0.00
2024-03-15T09:30,36,-0.6,465.9,246.2,219.6,458.2,1.1,0.00
2024-03-15T09:45,35,-0.5,437.1,217.1,220.0,417.0,1.1,0.00
2024-03-15T10:00,34,-0.3,414.2,199.8,214.4,398.6,1.4,0.00
2024-03-15T10:15,33,-0.2,389.4,185.4,204.0,386.6,1.8,0.00
2024-03-15T10:30,33,-0.1,363.7,170.2,193.5,373.2,2.2,0.00
2024-03-15T10:45,32,-0.1,333.1,148.2,185.0,344.4,2.9,0.00
2024-03-15T11:00,32,0.1,298.8,122.4,176.4,304.2,3.3,0.00
2024-03-15T11:15,32,0.1,264.6,96.8,167.8,259.7,3.8,0.00
2024-03-15T11:30,32,-0.0,228.6,73.3,155.3,214.7,4.3,0.00
2024-03-15T11:45,32,-0.1,193.8,52.9,140.8,171.4,5.0,0.00
2024-03-15T12:00,33,-0.1,160.0,34.6,125.4,126.2,5.2,0.00
2024-03-15T12:15,34,-0.2,127.5,20.3,107.2,85.1,5.4,0.00
2024-03-15T12:30,35,-0.2,97.1,10.0,87.1,49.4,5.4,0.00
2024-03-15T12:45,36,-0.3,68.0,3.5,64.5,21.5,5.1,0.00
2024-03-15T13:00,37,-0.4,43.1,1.7,41.4,13.4,5.2,0.00
2024-03-15T13:15,38,-0.5,23.2,0.8,22.4,8.3,5.0,0.00
2024-03-15T13:30,39,-0.6,7.5,0.0,7.5,0.0,4.7,0.00
2024-03-15T13:45,41,-0.6,0.0,0.0,0.0,0.0,4.5,0.00
2024-03-15T14:00,42,-0.8,0.0,0.0,0.0,0.0,4.4,0.00
2024-03-15T14:15,44,-1.1,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T14:30,46,-1.5,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T14:45,48,-1.9,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T15:00,50,-2.2,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T15:15,52,-2.5,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T15:30,55,-2.7,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T15:45,57,-3.0,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T16:00,59,-3.2,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T16:15,61,-3.5,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T16:30,63,-3.8,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T16:45,65,-4.0,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T17:00,67,-4.2,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T17:15,69,-4.5,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-15T17:30,70,-4.8,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-15T17:45,71,-5.0,0.0,0.0,0.0,0.0,4.0,0.00
2024-03-15T18:00,72,-5.2,0.0,0.0,0.0,0.0,4.0,0.00
2024-03-15T18:15,72,-5.4,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-15T18:30,72,-5.7,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-15T18:45,72,-5.9,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T19:00,72,-6.1,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T19:15,72,-6.3,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T19:30,71,-6.5,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-15T19:45,71,-6.7,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-15T20:00,70,-6.8,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-15T20:15,69,-7.0,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-15T20:30,68,-7.2,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-15T20:45,67,-7.3,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-15T21:00,66,-7.4,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-15T21:15,66,-7.6,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-15T21:30,65,-7.6,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-15T21:45,65,-7.7,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T22:00,65,-7.7,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T22:15,65,-7.8,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T22:30,64,-8.0,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T22:45,63,-8.1,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T23:00,63,-8.2,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-15T23:15,63,-8.4,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-15T23:30,63,-8.6,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-15T23:45,64,-8.8,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-16T00:00,64,-8.9,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-16T00:15,64,-9.0,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-16T00:30,64,-9.1,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-16T00:45,64,-9.1,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T01:00,64,-9.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T01:15,64,-9.4,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-16T01:30,64,-9.4,0.0,0.0,0.0,0.0,1.4,0.00
2024-03-16T01:45,65,-9.5,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-16T02:00,65,-9.5,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-16T02:15,65,-9.4,25.3,5.4,19.8,39.0,1.1,0.00
2024-03-16T02:30,66,-9.2,47.0,11.8,35.3,123.1,1.1,0.00
2024-03-16T02:45,66,-9.1,68.9,15.4,53.4,147.8,0.8,0.00
2024-03-16T03:00,66,-8.8,91.9,19.3,72.6,134.4,0.8,0.00
2024-03-16T03:15,66,-8.6,114.8,23.2,91.6,127.5,0.5,0.00
2024-03-16T03:30,66,-8.3,137.6,26.0,111.6,118.6,0.7,0.00
2024-03-16T03:45,66,-8.0,161.5,29.9,131.6,117.1,0.7,0.00
2024-03-16T04:00,65,-7.6,185.3,36.0,149.3,123.7,1.1,0.00
2024-03-16T04:15,64,-7.1,208.0,43.1,164.9,132.6,1.5,0.00
2024-03-16T04:30,64,-6.4,231.7,51.1,180.6,143.2,1.9,0.00
2024-03-16T04:45,63,-5.8,256.4,59.2,197.2,152.5,2.3,0.00
2024-03-16T05:00,61,-5.1,279.0,66.1,212.8,158.6,2.9,0.00
2024-03-16T05:15,58,-4.5,301.5,73.1,228.4,164.5,3.6,0.00
2024-03-16T05:30,54,-3.8,325.0,82.0,243.0,174.8,4.7,0.00
2024-03-16T05:45,50,-3.2,348.5,94.0,254.4,190.9,6.0,0.00
2024-03-16T06:00,47,-2.7,373.9,110.0,263.9,214.4,7.1,0.00
2024-03-16T06:15,45,-2.3,399.2,128.0,271.2,240.7,8.6,0.00
2024-03-16T06:30,43,-2.0,422.5,145.9,276.6,266.3,10.5,0.00
2024-03-16T06:45,41,-1.9,440.7,161.7,279.0,287.9,12.7,0.00
2024-03-16T07:00,40,-1.6,453.7,173.4,280.3,302.7,14.3,0.00
2024-03-16T07:15,39,-1.5,463.7,185.1,278.6,318.3,15.1,0.00
2024-03-16T07:30,40,-1.5,470.7,194.7,276.0,331.3,15.6,0.00
2024-03-16T07:45,40,-1.5,475.7,205.3,270.4,347.3,15.6,0.00
2024-03-16T08:00,39,-1.4,482.6,218.8,263.8,369.6,15.8,0.00
2024-03-16T08:15,38,-1.2,484.5,229.3,255.2,388.5,16.1,0.00
2024-03-16T08:30,36,-1.0,479.5,233.8,245.7,399.0,16.5,0.00
2024-03-16T08:45,33,-0.8,464.5,226.3,238.2,390.9,16.8,0.00
2024-03-16T09:00,32,-0.6,435.6,205.9,229.7,361.7,17.1,0.00
2024-03-16T09:15,31,-0.5,402.9,181.7,221.2,326.1,17.1,0.00
2024-03-16T09:30,31,-0.5,375.3,161.5,213.8,297.7,16.8,0.00
2024-03-16T09:45,31,-0.5,365.4,156.2,209.2,297.1,16.8,0.00
2024-03-16T10:00,31,-0.5,368.2,161.6,206.6,319.1,16.5,0.00
2024-03-16T10:15,31,-0.6,374.9,170.8,204.0,352.4,16.5,0.00
2024-03-16T10:30,31,-0.6,372.5,174.1,198.4,377.7,16.8,0.00
2024-03-16T10:45,31,-0.6,356.5,166.6,189.9,382.9,16.8,0.00
2024-03-16T11:00,31,-0.6,328.8,151.4,177.4,371.6,16.8,0.00
2024-03-16T11:15,31,-0.9,297.4,133.3,164.0,352.9,16.8,0.00
2024-03-16T11:30,31,-1.0,263.1,115.3,147.7,332.9,16.8,0.00
2024-03-16T11:45,32,-1.3,229.9,98.4,131.5,313.7,16.6,0.00
2024-03-16T12:00,32,-1.5,198.6,84.3,114.3,301.9,16.6,0.00
2024-03-16T12:15,32,-1.8,164.7,69.4,95.3,284.8,16.6,0.00
2024-03-16T12:30,33,-2.0,131.0,53.7,77.3,259.3,16.1,0.00
2024-03-16T12:45,33,-2.2,95.8,36.4,59.4,214.8,15.8,0.00
2024-03-16T13:00,34,-2.5,62.1,20.4,41.7,156.2,15.3,0.00
2024-03-16T13:15,35,-2.8,33.7,8.6,25.1,93.3,14.6,0.00
2024-03-16T13:30,36,-3.2,12.3,1.8,10.5,18.4,13.8,0.00
2024-03-16T13:45,38,-3.7,0.0,0.0,0.0,0.0,12.9,0.00
2024-03-16T14:00,39,-4.0,0.0,0.0,0.0,0.0,11.9,0.00
2024-03-16T14:15,41,-4.2,0.0,0.0,0.0,0.0,10.3,0.00
2024-03-16T14:30,43,-4.4,0.0,0.0,0.0,0.0,8.7,0.00
2024-03-16T14:45,44,-4.7,0.0,0.0,0.0,0.0,6.9,0.00
2024-03-16T15:00,46,-4.8,0.0,0.0,0.0,0.0,5.6,0.00
2024-03-16T15:15,47,-5.0,0.0,0.0,0.0,0.0,4.9,0.00
2024-03-16T15:30,49,-5.2,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-16T15:45,50,-5.3,0.0,0.0,0.0,0.0,3.5,0.00
2024-03-16T16:00,51,-5.5,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-16T16:15,52,-5.8,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-16T16:30,54,-6.0,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-16T16:45,55,-6.2,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-16T17:00,56,-6.4,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-16T17:15,57,-6.7,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-16T17:30,58,-6.9,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-16T17:45,58,-7.2,0.0,0.0,0.0,0.0,1.9,0.00
2024-03-16T18:00,59,-7.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T18:15,60,-7.8,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T18:30,61,-8.0,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T18:45,62,-8.2,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-16T19:00,63,-8.4,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-16T19:15,64,-8.7,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-16T19:30,66,-8.9,0.0,0.0,0.0,0.0,2.8,0.00
2024-03-16T19:45,67,-9.1,0.0,0.0,0.0,0.0,2.8,0.00
2024-03-16T20:00,68,-9.4,0.0,0.0,0.0,0.0,2.8,0.00
2024-03-16T20:15,68,-9.6,0.0,0.0,0.0,0.0,2.8,0.00
2024-03-16T20:30,68,-10.0,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-16T20:45,67,-10.3,0.0,0.0,0.0,0.0,2.0,0.00
2024-03-16T21:00,67,-10.6,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-16T21:15,67,-10.8,0.0,0.0,0.0,0.0,1.3,0.00
2024-03-16T21:30,67,-10.9,0.0,0.0,0.0,0.0,1.3,0.00
2024-03-16T21:45,67,-10.9,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-16T22:00,68,-11.1,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-16T22:15,69,-11.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-16T22:30,70,-11.6,0.0,0.0,0.0,0.0,2.2,0.00
