time,relative_humidity_2m (%),temperature_2m (°C),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),wind_speed_10m (km/h),precipitation (mm)
2024-03-01T00:00,76,-23.1,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T00:15,76,-23.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T00:30,76,-23.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T00:45,76,-23.2,0.0,0.0,0.0,0.0,1.6,0.00
2024-03-01T01:00,76,-23.2,0.0,0.0,0.0,0.0,1.6,0.00
2024-03-01T01:15,76,-23.3,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-01T01:30,76,-23.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T01:45,77,-23.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T02:00,77,-23.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T02:15,77,-23.4,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T02:30,78,-23.4,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-01T02:45,78,-23.4,9.7,0.0,9.7,0.0,1.6,0.00
2024-03-01T03:00,78,-23.2,27.3,1.4,25.9,13.8,1.6,0.00
2024-03-01T03:15,78,-23.2,51.9,4.8,47.1,52.7,1.6,0.00
2024-03-01T03:30,78,-23.1,82.3,10.3,72.0,80.3,1.8,0.00
2024-03-01T03:45,78,-22.9,116.4,19.9,96.4,121.2,2.2,0.00
2024-03-01T04:00,77,-22.5,149.9,32.6,117.3,163.1,2.2,0.00
2024-03-01T04:15,76,-21.8,184.1,49.2,134.9,210.7,2.2,0.00
2024-03-01T04:30,75,-21.0,219.2,69.9,149.3,262.5,2.2,0.00
2024-03-01T04:45,73,-20.0,255.2,92.4,162.8,310.9,1.8,0.00
2024-03-01T05:00,72,-19.0,288.9,119.9,168.9,367.4,1.5,0.00
2024-03-01T05:15,70,-18.2,322.4,149.3,173.1,422.0,1.1,0.00
2024-03-01T05:30,69,-17.4,350.8,173.3,177.4,457.0,0.8,0.00
2024-03-01T05:45,67,-16.6,373.9,184.9,189.0,459.2,1.0,0.00
2024-03-01T06:00,65,-15.8,386.8,179.1,207.7,422.5,1.8,0.00
2024-03-01T06:15,63,-14.9,395.6,164.2,231.4,370.7,2.9,0.00
2024-03-01T06:30,60,-14.1,401.4,150.4,251.0,327.4,3.7,0.00
2024-03-01T06:45,57,-13.2,412.4,151.0,261.4,318.7,4.8,0.00
2024-03-01T07:00,55,-12.4,425.3,162.7,262.7,335.1,6.3,0.00
2024-03-01T07:15,53,-11.7,437.3,179.3,257.9,362.6,8.1,0.00
2024-03-01T07:30,51,-10.9,447.2,194.9,252.2,388.9,10.1,0.00
2024-03-01T07:45,50,-10.3,453.0,203.5,249.6,402.6,12.0,0.00
2024-03-01T08:00,50,-9.8,454.9,209.9,244.9,414.2,13.8,0.00
2024-03-01T08:15,52,-9.6,453.7,212.4,241.3,419.9,15.4,0.00
2024-03-01T08:30,57,-9.4,447.5,209.8,237.7,418.0,16.3,0.00
2024-03-01T08:45,61,-9.4,440.4,203.3,237.1,410.1,17.4,0.00
2024-03-01T09:00,64,-9.3,427.3,189.9,237.4,390.0,18.3,0.00
2024-03-01T09:15,65,-9.2,412.2,173.6,238.7,365.0,19.1,0.00
2024-03-01T09:30,66,-9.1,394.3,157.3,236.9,340.7,19.9,0.00
2024-03-01T09:45,66,-9.1,372.4,140.1,232.2,314.6,20.4,0.00
2024-03-01T10:00,66,-9.0,346.6,122.0,224.6,285.9,20.7,0.00
2024-03-01T10:15,67,-9.1,319.9,105.0,214.9,258.7,21.1,0.00
2024-03-01T10:30,68,-9.1,293.3,90.0,203.3,235.1,21.5,0.00
2024-03-01T10:45,69,-9.2,267.7,79.9,187.8,223.4,21.7,0.00
2024-03-01T11:00,70,-9.3,244.1,73.7,170.4,222.8,21.7,0.00
2024-03-01T11:15,71,-9.4,219.5,68.4,151.1,226.7,21.3,0.00
2024-03-01T11:30,71,-9.4,193.0,61.2,131.8,225.7,20.8,0.00
2024-03-01T11:45,72,-9.4,163.7,50.2,113.5,210.3,19.9,0.00
2024-03-01T12:00,73,-9.4,133.7,37.5,96.1,183.0,19.1,0.00
2024-03-01T12:15,74,-9.6,103.8,25.9,77.8,152.5,18.0,0.00
2024-03-01T12:30,76,-9.8,72.4,15.5,56.9,115.9,16.1,0.00
2024-03-01T12:45,77,-10.1,43.4,8.0,35.4,83.2,14.6,0.00
2024-03-01T13:00,78,-10.2,16.8,2.7,14.1,27.8,12.8,0.00
2024-03-01T13:15,79,-10.5,0.1,0.0,0.1,0.1,11.3,0.00
2024-03-01T13:30,79,-10.8,0.0,0.0,0.0,0.0,9.6,0.00
2024-03-01T13:45,80,-11.0,0.0,0.0,0.0,0.0,8.2,0.00
2024-03-01T14:00,80,-11.3,0.0,0.0,0.0,0.0,6.9,0.00
2024-03-01T14:15,80,-11.7,0.0,0.0,0.0,0.0,6.2,0.00
2024-03-01T14:30,80,-12.1,0.0,0.0,0.0,0.0,5.9,0.00
2024-03-01T14:45,81,-12.6,0.0,0.0,0.0,0.0,5.6,0.00
2024-03-01T15:00,81,-12.9,0.0,0.0,0.0,0.0,5.5,0.00
2024-03-01T15:15,82,-13.2,0.0,0.0,0.0,0.0,5.3,0.00
2024-03-01T15:30,83,-13.6,0.0,0.0,0.0,0.0,5.3,0.00
2024-03-01T15:45,83,-13.8,0.0,0.0,0.0,0.0,4.8,0.00
2024-03-01T16:00,84,-14.0,0.0,0.0,0.0,0.0,4.5,0.00
2024-03-01T16:15,84,-14.2,0.0,0.0,0.0,0.0,4.0,0.00
2024-03-01T16:30,84,-14.4,0.0,0.0,0.0,0.0,3.7,0.00
2024-03-01T16:45,84,-14.6,0.0,0.0,0.0,0.0,3.2,0.00
2024-03-01T17:00,84,-14.6,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-01T17:15,84,-14.8,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-01T17:30,84,-14.9,0.0,0.0,0.0,0.0,2.0,0.00
2024-03-01T17:45,85,-15.0,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T18:00,85,-15.1,0.0,0.0,0.0,0.0,1.6,0.00
2024-03-01T18:15,85,-15.1,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-01T18:30,86,-15.1,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-01T18:45,86,-15.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T19:00,87,-15.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T19:15,88,-15.2,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-01T19:30,89,-15.3,0.0,0.0,0.0,0.0,2.2,0.00
2024-03-01T19:45,89,-15.4,0.0,0.0,0.0,0.0,2.2,0.00
2024-03-01T20:00,90,-15.4,0.0,0.0,0.0,0.0,2.2,0.00
2024-03-01T20:15,90,-15.4,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-01T20:30,91,-15.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-01T20:45,91,-15.6,0.0,0.0,0.0,0.0,2.1,0.00
2024-03-01T21:00,91,-15.6,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-01T21:15,92,-15.8,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-01T21:30,93,-15.9,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-01T21:45,93,-16.1,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-01T22:00,94,-16.2,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-01T22:15,94,-16.4,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-01T22:30,94,-16.4,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-01T22:45,93,-16.5,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-01T23:00,93,-16.5,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-01T23:15,93,-16.8,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-01T23:30,93,-17.0,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-01T23:45,93,-17.1,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T00:00,93,-17.3,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T00:15,93,-17.5,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T00:30,93,-17.5,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T00:45,93,-17.6,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T01:00,93,-17.7,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T01:15,93,-17.8,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T01:30,93,-17.8,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T01:45,93,-17.8,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-02T02:00,93,-17.9,0.0,0.0,0.0,0.0,3.0,0.00
2024-03-02T02:15,93,-18.2,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-02T02:30,94,-18.5,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-02T02:45,94,-18.9,16.0,6.0,10.0,37.5,2.4,0.00
2024-03-02T03:00,94,-19.0,41.2,18.6,22.6,192.5,2.6,0.00
2024-03-02T03:15,93,-18.9,80.0,41.8,38.2,432.4,2.6,0.00
2024-03-02T03:30,92,-18.7,126.2,72.8,53.4,542.5,2.6,0.00
2024-03-02T03:45,91,-18.4,173.4,107.1,66.3,628.2,2.6,0.00
2024-03-02T04:00,89,-17.9,215.6,141.9,73.7,689.7,2.7,0.00
2024-03-02T04:15,87,-17.2,255.4,178.5,76.9,744.4,2.9,0.00
2024-03-02T04:30,85,-16.5,291.9,214.7,77.2,788.6,3.1,0.00
2024-03-02T04:45,83,-15.6,331.5,252.8,78.7,833.8,3.3,0.00
2024-03-02T05:00,80,-14.6,368.9,291.8,77.1,877.7,3.8,0.00
2024-03-02T05:15,76,-13.4,405.1,329.5,75.6,915.7,4.8,0.00
2024-03-02T05:30,71,-11.9,435.1,357.8,77.3,928.7,6.0,0.00
2024-03-02T05:45,66,-10.6,459.0,372.7,86.2,912.1,7.6,0.00
2024-03-02T06:00,61,-9.4,474.6,371.3,103.3,863.8,9.0,0.00
2024-03-02T06:15,57,-8.5,483.2,355.7,127.4,792.7,10.6,0.00
2024-03-02T06:30,52,-7.8,482.6,330.2,152.4,709.6,12.3,0.00
2024-03-02T06:45,49,-7.3,472.1,296.8,175.3,618.9,14.7,0.00
2024-03-02T07:00,46,-6.9,446.5,246.5,200.0,501.7,16.4,0.00
2024-03-02T07:15,45,-6.7,414.1,190.4,223.7,380.4,17.5,0.00
2024-03-02T07:30,44,-6.7,382.8,139.7,243.2,275.4,18.2,0.00
2024-03-02T07:45,45,-6.8,362.8,109.2,253.6,213.7,18.6,0.00
2024-03-02T08:00,46,-6.8,353.9,98.0,255.9,191.1,18.9,0.00
2024-03-02T08:15,48,-6.8,350.0,96.7,253.3,189.1,18.3,0.00
2024-03-02T08:30,51,-6.9,344.1,94.5,249.6,186.1,17.7,0.00
2024-03-02T08:45,54,-6.9,334.3,84.3,250.0,168.1,17.3,0.00
2024-03-02T09:00,57,-6.9,323.5,71.2,252.2,144.6,17.1,0.00
2024-03-02T09:15,59,-6.9,310.7,56.2,254.5,116.9,17.3,0.00
2024-03-02T09:30,61,-6.9,296.0,43.3,252.7,92.6,17.3,0.00
2024-03-02T09:45,62,-6.8,276.4,32.3,244.0,71.7,17.3,0.00
2024-03-02T10:00,62,-6.8,251.0,20.5,230.5,47.4,17.4,0.00
2024-03-02T10:15,60,-6.7,225.7,11.7,214.0,28.4,17.1,0.00
2024-03-02T10:30,57,-6.5,203.4,6.8,196.6,17.5,16.9,0.00
2024-03-02T10:45,54,-6.3,185.9,6.7,179.2,18.6,16.7,0.00
2024-03-02T11:00,51,-6.2,173.3,11.5,161.8,34.2,16.1,0.00
2024-03-02T11:15,49,-6.1,161.6,18.1,143.6,58.9,14.9,0.00
2024-03-02T11:30,48,-6.1,147.0,21.7,125.3,78.5,13.4,0.00
2024-03-02T11:45,47,-6.0,129.5,22.4,107.1,91.7,11.8,0.00
2024-03-02T12:00,47,-6.1,111.9,22.0,89.9,104.8,10.6,0.00
2024-03-02T12:15,48,-6.4,92.4,19.7,72.7,112.7,9.3,0.00
2024-03-02T12:30,50,-6.8,69.4,15.6,53.7,112.3,8.5,0.00
2024-03-02T12:45,53,-7.3,43.1,9.8,33.4,96.1,7.6,0.00
2024-03-02T13:00,55,-7.8,17.4,3.5,13.9,36.6,6.8,0.00
2024-03-02T13:15,57,-8.6,1.5,0.2,1.3,1.5,6.5,0.00
2024-03-02T13:30,59,-9.3,0.0,0.0,0.0,0.0,6.2,0.00
2024-03-02T13:45,61,-10.1,0.0,0.0,0.0,0.0,5.9,0.00
2024-03-02T14:00,64,-10.8,0.0,0.0,0.0,0.0,5.6,0.00
2024-03-02T14:15,67,-11.4,0.0,0.0,0.0,0.0,5.4,0.00
2024-03-02T14:30,71,-11.9,0.0,0.0,0.0,0.0,5.0,0.00
2024-03-02T14:45,75,-12.4,0.0,0.0,0.0,0.0,4.7,0.00
2024-03-02T15:00,78,-12.9,0.0,0.0,0.0,0.0,4.3,0.00
2024-03-02T15:15,80,-13.4,0.0,0.0,0.0,0.0,3.9,0.00
2024-03-02T15:30,81,-13.9,0.0,0.0,0.0,0.0,3.4,0.00
2024-03-02T15:45,82,-14.3,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-02T16:00,83,-14.6,0.0,0.0,0.0,0.0,2.2,0.00
2024-03-02T16:15,84,-14.9,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-02T16:30,85,-15.1,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-02T16:45,85,-15.3,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T17:00,86,-15.5,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-02T17:15,87,-15.8,0.0,0.0,0.0,0.0,0.0,0.00
2024-03-02T17:30,88,-16.0,0.0,0.0,0.0,0.0,0.0,0.00
2024-03-02T17:45,88,-16.4,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-02T18:00,89,-16.6,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-02T18:15,90,-16.9,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-02T18:30,90,-17.1,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T18:45,91,-17.4,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T19:00,91,-17.6,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T19:15,91,-17.8,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T19:30,91,-17.9,0.0,0.0,0.0,0.0,0.7,0.00
2024-03-02T19:45,92,-18.1,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-02T20:00,92,-18.5,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-02T20:15,93,-19.4,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-02T20:30,94,-20.5,0.0,0.0,0.0,0.0,1.5,0.00
2024-03-02T20:45,94,-21.6,0.0,0.0,0.0,0.0,1.9,0.00
2024-03-02T21:00,95,-22.5,0.0,0.0,0.0,0.0,2.1,0.00
2024-03-02T21:15,95,-23.0,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-02T21:30,95,-23.3,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-02T21:45,94,-23.5,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-02T22:00,94,-23.7,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-02T22:15,93,-24.0,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-02T22:30,93,-24.1,0.0,0.0,0.0,0.0,2.5,0.00
2024-03-02T22:45,92,-24.3,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-02T23:00,91,-24.4,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-02T23:15,90,-24.5,0.0,0.0,0.0,0.0,2.3,0.00
2024-03-02T23:30,90,-24.5,0.0,0.0,0.0,0.0,2.1,0.00
2024-03-02T23:45,89,-24.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-03T00:00,89,-24.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-03T00:15,89,-24.6,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-03T00:30,89,-24.6,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T00:45,88,-24.6,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T01:00,88,-24.6,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T01:15,88,-24.6,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T01:30,87,-24.5,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-03T01:45,87,-24.5,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T02:00,86,-24.5,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T02:15,85,-24.9,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T02:30,84,-25.5,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-03T02:45,83,-25.9,14.1,0.0,14.1,0.0,2.4,0.00
2024-03-03T03:00,82,-26.0,35.1,3.9,31.2,41.1,2.4,0.00
2024-03-03T03:15,81,-25.6,65.1,11.8,53.3,115.2,2.4,0.00
2024-03-03T03:30,80,-25.0,104.1,23.8,80.3,169.5,2.4,0.00
2024-03-03T03:45,79,-24.1,139.8,35.2,104.6,199.5,2.1,0.00
2024-03-03T04:00,78,-23.4,173.0,46.5,126.5,219.5,2.1,0.00
2024-03-03T04:15,76,-22.6,203.8,58.7,145.1,238.8,1.6,0.00
2024-03-03T04:30,74,-21.8,234.5,71.8,162.7,258.1,1.5,0.00
2024-03-03T04:45,72,-20.9,266.2,87.0,179.2,281.3,1.1,0.00
2024-03-03T05:00,71,-20.0,297.8,103.1,194.7,304.5,1.0,0.00
2024-03-03T05:15,70,-19.2,328.3,120.1,208.1,328.3,1.1,0.00
2024-03-03T05:30,71,-18.5,358.7,139.1,219.5,355.6,1.5,0.00
2024-03-03T05:45,71,-17.6,386.9,159.1,227.9,383.7,1.8,0.00
2024-03-03T06:00,71,-16.9,413.1,182.0,231.1,417.6,1.8,0.00
2024-03-03T06:15,71,-16.0,437.2,204.8,232.3,450.4,1.8,0.00
2024-03-03T06:30,71,-15.2,459.2,225.5,233.6,478.5,1.8,0.00
2024-03-03T06:45,72,-14.4,478.1,241.1,237.0,496.5,1.8,0.00
2024-03-03T07:00,72,-13.6,494.9,252.5,242.4,507.8,1.9,0.00
2024-03-03T07:15,73,-12.9,508.7,259.9,248.8,513.2,2.1,0.00
2024-03-03T07:30,73,-12.1,515.4,261.2,254.2,509.2,2.6,0.00
2024-03-03T07:45,74,-11.4,516.1,258.6,257.6,500.1,3.3,0.00
2024-03-03T08:00,73,-10.6,511.8,251.9,259.9,485.9,4.1,0.00
2024-03-03T08:15,71,-9.7,500.6,239.3,261.2,462.6,6.0,0.00
2024-03-03T08:30,68,-8.8,481.4,220.8,260.6,430.0,9.1,0.00
2024-03-03T08:45,65,-7.9,451.3,192.4,258.9,379.5,11.9,0.00
2024-03-03T09:00,63,-7.3,405.6,148.4,257.2,297.9,14.3,0.00
2024-03-03T09:15,61,-7.1,355.1,102.6,252.5,210.8,15.7,0.00
2024-03-03T09:30,60,-7.0,314.7,68.8,245.9,145.6,16.9,0.00
2024-03-03T09:45,58,-7.1,293.1,57.8,235.3,126.7,17.2,0.00
2024-03-03T10:00,58,-7.1,289.1,66.4,222.7,151.8,17.9,0.00
2024-03-03T10:15,58,-7.1,289.0,81.7,207.3,196.1,18.6,0.00
2024-03-03T10:30,60,-7.1,285.8,94.9,190.8,241.2,19.4,0.00
2024-03-03T10:45,61,-7.1,271.8,98.3,173.5,266.9,20.0,0.00
2024-03-03T11:00,63,-7.2,253.0,95.8,157.2,280.9,20.0,0.00
2024-03-03T11:15,65,-7.4,230.3,91.3,138.9,292.6,19.7,0.00
2024-03-03T11:30,67,-7.6,205.6,85.8,119.8,305.1,18.5,0.00
2024-03-03T11:45,69,-7.8,180.1,80.2,99.8,322.2,17.1,0.00
2024-03-03T12:00,71,-8.1,156.3,77.2,79.1,358.8,16.0,0.00
2024-03-03T12:15,73,-8.4,128.7,69.3,59.4,384.8,15.0,0.00
2024-03-03T12:30,76,-8.9,96.7,55.8,41.0,387.7,13.6,0.00
2024-03-03T12:45,79,-9.2,60.8,35.3,25.5,331.7,12.1,0.00
2024-03-03T13:00,81,-9.6,27.3,15.1,12.2,160.5,11.1,0.00
2024-03-03T13:15,83,-10.1,4.1,2.0,2.0,16.2,10.0,0.00
2024-03-03T13:30,84,-10.4,0.0,0.0,0.0,0.0,8.8,0.00
2024-03-03T13:45,85,-10.9,0.0,0.0,0.0,0.0,7.8,0.00
2024-03-03T14:00,86,-11.2,0.0,0.0,0.0,0.0,7.1,0.00
2024-03-03T14:15,86,-11.5,0.0,0.0,0.0,0.0,6.4,0.00
2024-03-03T14:30,85,-11.7,0.0,0.0,0.0,0.0,6.0,0.00
2024-03-03T14:45,84,-11.9,0.0,0.0,0.0,0.0,5.5,0.00
2024-03-03T15:00,83,-12.2,0.0,0.0,0.0,0.0,5.0,0.00
2024-03-03T15:15,83,-12.6,0.0,0.0,0.0,0.0,4.6,0.00
2024-03-03T15:30,83,-12.9,0.0,0.0,0.0,0.0,4.2,0.00
2024-03-03T15:45,84,-13.4,0.0,0.0,0.0,0.0,4.1,0.00
2024-03-03T16:00,84,-13.8,0.0,0.0,0.0,0.0,3.8,0.00
2024-03-03T16:15,84,-14.4,0.0,0.0,0.0,0.0,3.7,0.00
2024-03-03T16:30,85,-15.1,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T16:45,85,-15.8,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T17:00,85,-16.5,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T17:15,85,-17.1,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T17:30,85,-17.7,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T17:45,86,-18.2,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T18:00,86,-18.7,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T18:15,86,-19.1,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T18:30,87,-19.5,0.0,0.0,0.0,0.0,3.0,0.00
2024-03-03T18:45,88,-19.8,0.0,0.0,0.0,0.0,2.6,0.00
2024-03-03T19:00,88,-20.0,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T19:15,88,-20.3,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-03T19:30,89,-20.5,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-03T19:45,89,-20.7,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T20:00,89,-20.9,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T20:15,89,-21.1,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T20:30,88,-21.4,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T20:45,87,-21.5,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T21:00,87,-21.7,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T21:15,87,-21.9,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T21:30,88,-22.0,0.0,0.0,0.0,0.0,3.3,0.00
2024-03-03T21:45,88,-22.2,0.0,0.0,0.0,0.0,3.1,0.00
2024-03-03T22:00,89,-22.3,0.0,0.0,0.0,0.0,2.9,0.00
2024-03-03T22:15,89,-22.4,0.0,0.0,0.0,0.0,2.7,0.00
2024-03-03T22:30,89,-22.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-03T22:45,90,-22.5,0.0,0.0,0.0,0.0,2.4,0.00
2024-03-03T23:00,90,-22.5,0.0,0.0,0.0,0.0,1.9,0.00
2024-03-03T23:15,91,-22.5,0.0,0.0,0.0,0.0,1.8,0.00
2024-03-03T23:30,91,-22.5,0.0,0.0,0.0,0.0,1.4,0.00
2024-03-03T23:45,92,-22.5,0.0,0.0,0.0,0.0,1.4,0.00
2024-03-04T00:00,93,-22.5,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-04T00:15,94,-22.5,0.0,0.0,0.0,0.0,1.1,0.00
2024-03-04T00:30,94,-22.6,0.0,0.0,0.0,0.0,0.8,0.00
2024-03-04T00:45,95,-22.6,0.0,0.0,0.0,0.0,0.8,0.00
2024-03-04T01:00,95,-22.7,0.0,0.0,0.0,0.0,0.5,0.00
2024-03-04T01:15,96,-22.9,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-04T01:30,96,-23.0,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-04T01:45,97,-23.2,0.0,0.0,0.0,0.0,0.5,0.00
2024-03-04T02:00,97,-23.2,0.0,0.0,0.0,0.0,0.5,0.00
2024-03-04T02:15,97,-23.2,0.0,0.0,0.0,0.0,0.4,0.00
2024-03-04T02:30,96,-23.0,0.0,0.0,0.0,0.0,0.0,0.00
2024-03-04T02:45,95,-22.8,24.3,11.3,13.0,93.4,0.5,0.00
2024-03-04T03:00,94,-22.6,53.5,29.3,24.2,313.0,1.0,0.00
2024-03-04T03:15,93,-22.5,95.0,59.8,35.2,550.3,1.0,0.00
2024-03-04T03:30,92,-22.5,141.8,96.8,45.0,662.3,1.5,0.00
2024-03-04T03:45,91,-22.3,187.7,133.9,53.8,733.3,1.5,0.00
2024-03-04T04:00,89,-21.9,229.8,170.5,59.3,782.3,1.5,0.00
2024-03-04T04:15,86,-21.2,267.4,204.6,62.9,812.2,1.8,0.00
2024-03-04T04:30,83,-20.2,303.9,238.5,65.4,838.5,1.8,0.00
2024-03-04T04:45,79,-19.2,341.4,273.3,68.1,866.7,2.1,0.00
2024-03-04T05:00,76,-18.1,375.6,305.9,69.7,887.8,2.6,0.00
2024-03-04T05:15,73,-17.0,409.9,337.4,72.4,907.1,3.6,0.00
2024-03-04T05:30,71,-15.8,439.9,365.7,74.2,920.4,4.9,0.00
2024-03-04T05:45,68,-14.6,468.9,392.9,75.9,934.0,6.1,0.00
2024-03-04T06:00,66,-13.5,494.7,417.1,77.7,943.9,7.6,0.00
2024-03-04T06:15,64,-12.7,517.5,439.1,78.4,953.0,8.9,0.00
2024-03-04T06:30,62,-12.1,537.3,457.0,80.2,957.5,10.6,0.00
2024-03-04T06:45,61,-11.5,554.9,473.9,81.0,964.3,12.3,0.00
2024-03-04T07:00,59,-11.0,568.6,486.8,81.8,967.4,13.4,0.00
2024-03-04T07:15,57,-10.6,581.2,497.6,83.6,971.2,14.1,0.00
2024-03-04T07:30,56,-10.3,587.7,503.3,84.4,970.0,14.5,0.00
2024-03-04T07:45,55,-10.1,592.2,506.1,86.2,967.9,14.9,0.00
2024-03-04T08:00,54,-9.8,590.8,502.8,88.0,959.1,14.9,0.00
2024-03-04T08:15,54,-9.4,586.3,496.6,89.7,949.4,14.9,0.00
2024-03-04T08:30,54,-9.1,578.8,487.3,91.5,938.7,14.9,0.00
2024-03-04T08:45,55,-8.8,568.4,475.2,93.2,926.7,14.6,0.00
2024-03-04T09:00,55,-8.6,554.0,460.0,94.0,913.2,14.6,0.00
2024-03-04T09:15,55,-8.4,536.7,443.0,93.7,899.9,14.5,0.00
2024-03-04T09:30,55,-8.4,515.4,421.0,94.4,880.2,14.8,0.00
2024-03-04T09:45,55,-8.4,490.2,395.1,95.1,855.5,15.1,0.00
2024-03-04T10:00,55,-8.3,463.1,365.4,97.7,824.7,15.0,0.00
2024-03-04T10:15,55,-8.3,432.1,332.9,99.3,788.6,15.0,0.00
